Name,Overall,Value
 D. Amartey,75,8000000
 F. Novák,71,2000000
 D. Nagbe,73,4000000
 E. Hernández,78,10000000
 M. Elneny,77,10000000
 G. Carey,70,1000000
 E. Prib,72,3000000
 N. Sansone,77,11000000
 A. Mehmedi,76,8000000
 T. Leibold,72,3000000
 Rosberto Dourado,76,6000000
 B. Mendy,79,15000000
 D. Davis,69,1000000
 D. Fletcher,74,3000000
 Guarrotxena,71,3000000
 L. Mareček,72,3000000
 Eber Bessa,69,1000000
 Robson Denho,73,3000000
 T. Bakayoko,80,17000000
 C. Grenier,74,6000000
 R. Bonevacia,70,2000000
 M. Możdżeń,68,925000
 J. Walters,73,2000000
 V. Pajot,73,4000000
 Vitinho,76,11000000
 Y. Benzia,76,10000000
 G. van der Wiel,75,5000000
 I. Kahveci,74,7000000
 J. Mercier,73,275000
 R. Hamouma,77,8000000
 S. Giovinco,82,21000000
 Renan Bressan,76,7000000
 V. Nogueira,73,3000000
 A. Ekdal,76,8000000
 M. Rohdén,71,2000000
 A. González,71,3000000
 O. Al Soma,78,10000000
 Luíz Carlos,73,2000000
 Souza,70,1000000
 R. Delgado,72,2000000
 E. Garay,83,19000000
 Bruno Gaspar,73,4000000
 E. Çolak,79,15000000
 A. Kramarić,81,22000000
 D. Luckassen,73,4000000
 R. Lamah,72,3000000
 D. Berardi,78,14000000
 C. Kaboré,77,7000000
 Mikel Rico,76,6000000
 D. Chará,74,3000000
 Timor,76,7000000
 W. Vainqueur,77,7000000
 M. Ozdoev,72,4000000
 Tarantini,75,3000000
 Luisinho,77,4000000
 K. Benzema,85,38000000
 C. Buchtmann,73,4000000
 K. Vogt,80,15000000
 J. McGinn,70,2000000
 F. Tissone,73,3000000
 Emerson,76,8000000
 M. Rog,76,11000000
 B. Capon,70,1000000
 D. Opare,73,3000000
 Clayton Fildeiras,72,1000000
 O. Ivanov,74,5000000
 M. Doherty,73,4000000
 Victildinho,75,2000000
 W. Janssen,74,4000000
 P. Bengtsson,71,1000000
 A. Issoko,73,4000000
 Paulo Machado,72,2000000
 Gedson Fernandes,69,2000000
 R. Jenssen,70,1000000
 I. Radovanović,78,8000000
 Guilherme,73,4000000
 F. Krovinović,77,12000000
 J. Molina,73,3000000
 R. López,71,2000000
 J. Ortiz,72,1000000
 D. Tadić,79,12000000
 G. Töre,77,10000000
 J. van der Heijden,76,6000000
 Y. Salibur,77,9000000
 K. Bellarabi,81,18000000
 J. Iličić,81,18000000
 L. Licht,71,275000
 Gerard Moreno,80,19000000
 M. Kieftenbeld,70,1000000
 M. Henriksen,71,3000000
 J. Hochscheidt,70,1000000
 I. Sylla,72,3000000
 Rúben Ferreira,73,3000000
 Gabriel Paulista,81,18000000
 J. McArthur,76,7000000
 K. Laimer,73,6000000
 F. Ribéry,85,19000000
 João Schmidt,72,4000000
 R. Kambolov,73,3000000
 A. Westwood,74,6000000
 M. Lacen,72,1000000
 J. Mišić,73,6000000
 T. Walcott,79,12000000
 I. Sosa,76,7000000
 K. Ayhan,74,7000000
 P. Bargfrede,75,5000000
 P. Kadeřábek,78,10000000
 A. Barnes,77,9000000
 K. Kombarov,70,1000000
 M. Luongo,73,5000000
 Y. Gouffran,73,3000000
 A. Hunt,76,7000000
 Babanco,71,2000000
 De las Cuevas,72,2000000
 D. Marney,70,1000000
 B. Henrichs,76,10000000
 L. Gil,71,2000000
 D. Bocanegra,75,4000000
 Pelé,74,5000000
 F. Pardo,76,8000000
 André Silva,77,13000000
 V. Kavlak,71,1000000
 F. Kroos,72,3000000
 A. Biyogo Poko,72,4000000
 H. Aouar,75,12000000
 D. Dessena,70,1000000
 N. Chalobah,76,10000000
 A. Mierzejewski,75,6000000
 O. Selnæs,75,7000000
 Lee Jae Sung,76,10000000
 G. Mercado,79,9000000
 F. Lemoine,75,4000000
 Quaresma,83,15000000
 J. Baumgartlinger,78,8000000
 C. Tosun,80,18000000
 Mosquera,75,5000000
 M. Locatelli,74,8000000
 M. Dal Hende,69,1000000
 I. Strinić,74,4000000
 P. Evra,75,775000
 H. Sakai,77,7000000
 Muniain,79,16000000
 S. Muntari,72,1000000
 B. Acosta,70,2000000
 L. Fejsa,82,18000000
 V. Bessat,73,3000000
 Kim Bo Kyung,70,1000000
 G. Hauche,73,3000000
 E. Lenjani,70,1000000
 J. Bostock,70,2000000
 S. Petrov,73,3000000
 C. Săpunaru,70,725000
 Iturraspe,79,12000000
 Willian José,82,28000000
 J. Sánchez,71,1000000
 A. Gunnarsson,72,2000000
 M. Bauer,75,7000000
 Y. Konoplyanka,79,13000000
 W. Zaha,82,28000000
 F. de Jong,75,10000000
 Fábio,71,2000000
 Gelson Fernandes,76,5000000
 D. Buzzegoli,69,500000
 K. Laifis,73,4000000
 M. González,72,1000000
 F. Fajr,75,6000000
 D. Liénard,75,6000000
 D. Meyler,70,1000000
 I. Obradović,73,3000000
 F. Cervi,79,17000000
 B. Dack,71,3000000
 S. Williams,71,1000000
 Rodrigo Galo,73,2000000
 L. Lerager,74,7000000
 R. Steffen,76,9000000
 Javi López,76,5000000
 L. Arias,68,700000
 Eder,80,14000000
 K. Reichel,72,2000000
 Paulinho,74,5000000
 A. Gaţcan,72,1000000
 S. Mustafi,83,26000000
 Balenziaga,78,8000000
 L. Freeman,74,7000000
 Iago Falqué,80,15000000
 T. Koopmeiners,72,5000000
 P. Verhaegh,76,3000000
 L. Cook,75,10000000
 O. Giroud,82,21000000
 K. Fortounis,76,10000000
 J. Weigl,80,17000000
 L. Öztunali,75,9000000
 E. Sala,78,12000000
 M. Lehmann,73,1000000
 Susaeta,80,14000000
 A. Mvuemba,70,1000000
 Nano,69,575000
 T. Gebre Selassie,75,4000000
 M. Demir,74,7000000
 M. Ginter,79,13000000
 A. Mandi,78,11000000
 Santi da Bruma,72,2000000
 R. Martínez,76,3000000
 G. Tzavellas,70,1000000
 Dani García,81,17000000
 A. Smith,75,6000000
 M. Valbuena,81,14000000
 S. Gomaa,73,5000000
 Melero,73,5000000
 A. Solari,72,3000000
 C. Nkunku,74,8000000
 R. Millar,71,1000000
 G. Barry,76,1000000
 Oier,74,3000000
 S. van de Streek,72,3000000
 B. Addae,68,1000000
 D. Godín,88,40000000
 B. Assou-Ekotto,69,400000
 A. Morales,72,3000000
 M. Izco,72,1000000
 H. Kaldırım,75,5000000
 L. Pratto,78,10000000
 J. Howson,72,3000000
 Jorginhson,75,6000000
 Pere Pons,76,10000000
 J. Rodwell,69,1000000
 M. Kone,70,1000000
 F. Caicedo,77,9000000
 A. Meijers,71,1000000
 V. Lazaro,75,9000000
 A. Baby,72,3000000
 O. Vaněk,70,1000000
 Edmilson Junior,75,9000000
 A. Oyongo,71,2000000
 L. Fuentes,71,1000000
 Fernando,79,10000000
 F. Bartels,77,8000000
 S. Klaiber,71,2000000
 J. Jones,74,6000000
 M. Amalfitano,73,3000000
 A. Bourceanu,70,1000000
 Fabrício,75,7000000
 T. Dingomé,71,2000000
 M. Coutadeur,72,2000000
 N. Aké,78,12000000
 N. Vukčević,76,8000000
 M. Tekdemir,74,4000000
 F. Haugen,70,2000000
 D. Zakaria,77,13000000
 Pedro López,72,1000000
 S. Prcić,73,4000000
 A. Fransson,72,4000000
 J. Méndez,72,2000000
 M. Erdinç,74,5000000
 H. Traoré,73,4000000
 F. Kostić,78,13000000
 Y. Bissouma,72,5000000
 E. Forsberg,82,27000000
 S. Peeters,73,5000000
 V. Karavaev,73,4000000
 André Martins,73,4000000
 J. Stryger Larsen,74,5000000
 D. Royer,73,4000000
 Gabriel Silva,72,3000000
 Rubén Pardo,76,9000000
 S. Clucas,73,4000000
 R. Elm,72,3000000
 Luis Couprins,71,1000000
 S. Schaars,75,2000000
 S. Parshivlyuk,73,3000000
 J. Van Damme,71,900000
 Diego Castro,75,3000000
 B. Fornaroli,76,7000000
 Evandro,71,2000000
 D. Kulakov,73,2000000
 Thiago Maia,75,8000000
 Vítor Bruno,69,875000
 P. Ankersen,71,2000000
 K. Baldé,81,25000000
 J. Faussurier,70,1000000
 W. Johnson,69,975000
 M. Lanzini,81,24000000
 A. Khalili,71,3000000
 D. Croce,70,875000
 Rafa Soares,71,3000000
 T. Monconduit,75,6000000
 D. Perotti,81,18000000
 J. Gol,71,2000000
 Mikel San José,79,12000000
 N. Otamendi,85,30000000
 J. Morrow,71,1000000
 D. Rodríguez,75,6000000
 D. Ba,77,7000000
 N. Domingo,75,3000000
 G. Leadbitter,70,1000000
 K. Monnet-Paquet,73,4000000
 Caiuby,77,9000000
 K. Roofe,71,3000000
 R. Hilbert,73,2000000
 A. Knockaert,76,9000000
 L. Blas,74,8000000
 B. Sverrisson,67,650000
 A. Grünwald,72,3000000
 A. Belotti,82,30000000
 D. Silva,73,3000000
 M. Eriksson,70,1000000
 A. Chávez,74,6000000
 S. Kolašinac,81,18000000
 M. Pektemek,72,3000000
 S. Gleeson,69,850000
 G. Gómez,70,725000
 David López,79,10000000
 E. Cascione,69,625000
 W. Katsande,74,3000000
 I. Cissokho,71,1000000
 M. Scozzarella,69,1000000
 S. Pérez,73,5000000
 M. Cáceres,78,7000000
 T. Bruns,71,2000000
 A. Diawara,77,13000000
 Diego,75,6000000
 R. Rezaeian,69,875000
 Arana,73,5000000
 C. Moritz,72,3000000
 C. Ortíz,76,6000000
 V. Nsimba,71,2000000
 R. Yanbaev,73,1000000
 I. Fernández,75,7000000
 M. Valdifiori,75,4000000
 M. Basha,71,2000000
 M. Pérez García,74,4000000
 Soares,78,12000000
 Suso,82,29000000
 O. Kuzmin,70,200000
 B. Bereszyński,73,4000000
 S. Sanogo,74,4000000
 B. Dramé,73,2000000
 M. Schmiedebach,73,3000000
 L. Montes,69,900000
 T. Matthys,69,650000
 B. Ramselaar,76,11000000
 N. Schulz,76,8000000
 S. Berghuis,78,12000000
 Manu García,75,4000000
 V. Giraldo,70,1000000
 W. Mesloub,68,600000
 A. Townsend,78,12000000
 F. Klein,70,1000000
 Daniel Candeias,74,5000000
 E. Alioski,72,3000000
 A. Conti,75,9000000
 S. Amrabat,75,9000000
 T. Werner,83,34000000
 Álex Martínez,74,5000000
 S. Byram,73,4000000
 A. Bjelica,71,2000000
 G. Milanov,72,3000000
 E. Hysaj,80,16000000
 Vítor Gomes,71,2000000
 A. Bouchalakis,70,2000000
 A. Katai,75,7000000
 G. Sakai,74,4000000
 Wilson Eduardo,77,9000000
 A. Beck,74,4000000
 Luna,74,5000000
 L. Olaza,71,3000000
 O. Opazo,72,3000000
 Dani Castellano,74,4000000
 Danilo,71,2000000
 B. Stambouli,78,10000000
 A. Rusnák,76,10000000
 A. Vršajevič,72,2000000
 L. De Bock,72,3000000
 T. Hernández,75,9000000
 K. Rowe,69,1000000
 Samu Castillejo,80,20000000
 S. Missiroli,75,5000000
 A. Romao,75,2000000
 Àngel Rangel,73,1000000
 L. Faravelli,70,2000000
 Walace,74,6000000
 J. Cortés,69,1000000
 M. Malyshev,72,3000000
 K. Tierney,76,11000000
 D. Cvitanich,77,5000000
 M. James,73,4000000
 Shin Hyung Min,69,775000
 Porphirinho,72,2000000
 F. Navarro,71,1000000
 A. Ljajić,80,18000000
 V. Ćorluka,82,15000000
 B. O'Neill,68,1000000
 L. Rodríguez,72,3000000
 T. Huddlestone,74,4000000
 H. Behrens,74,4000000
 R. Rotman,68,725000
 Luís Aurélio,70,1000000
 N. Gießelmann,71,2000000
 João Novais,73,5000000
 Eraso,74,6000000
 J. Martínez,81,23000000
 B. Yılmaz,79,11000000
 G. Shinnie,73,4000000
 Otávio,77,12000000
 G. Maluleka,69,1000000
 K. Phillips,71,3000000
 J. Torres,68,700000
 S. Kalou,80,13000000
 F. Andrijašević,73,4000000
 A. Zamorano,68,1000000
 F. Forestieri,73,4000000
 M. Urruti,73,4000000
 S. Sensi,73,4000000
 A. Szymanowski,78,10000000
 F. Castillo,75,8000000
 J. Gouweleeuw,78,10000000
 M. Rodríguez,72,2000000
 A. Turan,70,1000000
 M. Özil,87,51000000
 Javi Márquez,73,3000000
 S. Feghouli,79,13000000
 M. Balotelli,83,28000000
 L. Acosta,78,10000000
 G. Kakuta,76,9000000
 F. Ogude,71,1000000
 Negredo,79,11000000
 K. Mrabti,71,3000000
 Carmona,74,5000000
 Jesus Andradaldo,74,4000000
 M. Wolf,76,11000000
 M. Ninković,75,5000000
 M. Abeid,70,1000000
 N. Calderón,70,1000000
 Cejudo,74,3000000
 Sergi Enrich,79,13000000
 D. Offenbacher,66,700000
 Michel Macedo,76,6000000
 Edvaldisco,74,5000000
 S. Sinclair,76,8000000
 S. Quinn,67,650000
 O. Zahustel,72,3000000
 H. Van Der Bruggen,72,3000000
 P. Kasami,73,4000000
 V. Bystrov,72,1000000
 M. Ostrzolek,75,5000000
 R. Quaison,72,4000000
 P. Mantalos,76,9000000
 M. Stoppelkamp,71,2000000
 Jonny,78,11000000
 J. Domínguez,70,1000000
 H. Nordtveit,76,7000000
 D. Benedetto,79,13000000
 C. N'Doye,69,900000
 Y. Mallı,79,15000000
 D. Pavelka,72,3000000
 Bernard,80,19000000
 Luís Hernández,77,8000000
 A. McGeady,73,3000000
 Y. Anchico,67,450000
 D. Holla,69,1000000
 T. Deeney,77,9000000
 K. Ziani,69,500000
 R. Holzhauser,72,3000000
 José Mari,72,2000000
 L. Baker,71,3000000
 Choi Chul Soon,72,2000000
 E. Pieters,75,5000000
 M. De Sciglio,77,9000000
 Suso Santana,71,1000000
 I. Marcone,79,12000000
 C. Gamboa,70,1000000
 I. Chochev,73,5000000
 Ruben Lima,71,2000000
 N. Peñailillo,67,800000
 A. Skúlason,67,550000
 A. Eschenko,75,2000000
 B. Dočkal,75,6000000
 M. Icardi,87,66000000
 L. Vilsvik,69,825000
 V. Şen,73,3000000
 O. Peralta,75,4000000
 Alcatraz,67,550000
 A. Rukavina,76,3000000
 G. Bou,79,13000000
 S. Nakajima,76,11000000
 Lora,72,2000000
 J. Vossen,73,4000000
 Vágner Corraldo,71,1000000
 A. Souquet,76,7000000
 M. Odubajo,72,3000000
 M. Jedinák,73,2000000
 Z. Machach,73,5000000
 E. Bardhi,76,11000000
 M. Knoll,71,2000000
 M. Uth,80,18000000
 T. Inui,78,10000000
 S. Schrijvers,72,4000000
 Víctor Álvarez,74,6000000
 N. Kreuzer,68,1000000
 R. Mora,74,5000000
 A. Reach,72,3000000
 O. Sorg,73,3000000
 G. Espinoza,70,1000000
 K. Vandendriessche,70,1000000
 Y. Mulumbu,73,3000000
 S. Schwab,68,925000
 P. Heise,71,2000000
 O. Tannane,74,7000000
 T. Hateley,68,750000
 L. Jara,74,5000000
 D. de Buen,70,1000000
 H. Villalba,75,8000000
 R. Baca,71,2000000
 A. Umar,76,10000000
 G. Díaz,69,800000
 C. Pulisic,79,18000000
 Kim Sung Joon,70,1000000
 V. Kompany,85,26000000
 A. Milik,79,18000000
 Luis Alberto,81,24000000
 S. Cristóforo,74,6000000
 Álex Moreno,71,2000000
 K. Kanga,75,8000000
 P. Jagielka,79,3000000
 J. Morel,76,3000000
 P. Gerkens,73,5000000
 T. Chevalier,73,3000000
 F. Moubandje,73,3000000
 Hugo Mallo,80,15000000
 M. Nakamba,77,10000000
 S. Hanni,76,9000000
 O. Hurmacı,72,2000000
 Alexo Baia,75,5000000
 M. Eggestein,76,11000000
 Edgar Méndez,75,7000000
 G. Hendrickx,70,2000000
 Maikel Mesa,73,4000000
 L. Immers,72,2000000
 F. Brienza,73,1000000
 M. Crimi,68,925000
 J. Gómez,75,7000000
 D. Di Gennaro,72,3000000
 José Ángel,75,5000000
 D. Guzman,71,2000000
 S. Lobotka,75,9000000
 G. Pereiro,76,10000000
 M. Güven,72,2000000
 G. Kačar,72,2000000
 H. Rodallega,73,3000000
 I. Coronado,74,7000000
 K. Leerdam,71,2000000
 F. Balmont,71,600000
 A. Laporte,83,29000000
 D. Swanson,67,725000
 Daniel Carriço,79,10000000
 M. Albæk,73,4000000
 A. Rebić,76,10000000
 I. Mathew,69,1000000
 G. Sio,76,8000000
 M. Motta,73,2000000
 Joaquín,79,5000000
 B. Corgnet,72,2000000
 V. Eysseric,76,9000000
 J. King,77,11000000
 A. Ogogo,66,650000
 A. Maher,72,4000000
 E. Taşdemir,70,2000000
 J. Sánchez,72,2000000
 S. Jung,74,5000000
 M. Wittek,68,1000000
 Hélder Barbosa,73,3000000
 Richarlison,76,12000000
 F. Manríquez,73,2000000
 D. Odoi,69,825000
 Park Joo Ho,70,1000000
 H. Vanaken,78,13000000
 G. Whelan,72,1000000
 R. Danzé,72,2000000
 I. Tomečak,69,875000
 C. Mammarella,68,400000
 C. Mulgrew,71,1000000
 N. Toko,67,875000
 F. Schnellhardt,70,2000000
 A. Clayton,72,2000000
 D. Johnson,70,2000000
 A. Pérez,75,900000
 H. Ben Arfa,79,12000000
 Welthon,75,8000000
 S. Darbion,69,650000
 Bóveda,76,6000000
 Pablo Hernández,73,3000000
 E. Hernández,72,2000000
 G. Čaušić,72,3000000
 J. Léa Siliki,70,2000000
 E. Velarde,70,1000000
 E. Pulgar,75,7000000
 V. Grifo,78,13000000
 I. Jiménez,70,1000000
 A. Al Asta,67,550000
 Nélson Lenho,73,1000000
 M. Taylor,63,80000
 Serginho,71,1000000
 K. Zachariassen,69,1000000
 K. Drygas,68,925000
 N. Uysal,73,4000000
 R. Thomas,76,11000000
 D. McCarty,74,4000000
 Cauê,72,2000000
 Michel Cruceiro,73,3000000
 F. Quagliarella,80,8000000
 Otávio,76,8000000
 J. Córdoba,75,9000000
 M. Steinhöfer,69,700000
 F. Magnanelli,75,3000000
 D. Jones,70,1000000
 Ismael,72,4000000
 F. Torres,67,375000
 V. Anita,70,1000000
 S. Bastien,72,5000000
 S. Bentivoglio,69,800000
 R. Fernández,70,1000000
 J. Russell,72,3000000
 Y. van Nieff,66,700000
 M. Lestienne,77,11000000
 T. Letschert,72,3000000
 F. Roncaglia,76,5000000
 G. Burgstaller,79,13000000
 S. Davis,71,3000000
 J. Valdés,75,2000000
 I. Fossum,72,4000000
 P. Diamanka,72,2000000
 Zapater,71,1000000
 Pietrson Mendes,73,2000000
 S. Sarıoğlu,69,575000
 B. Sigurðarson,73,5000000
 T. Cahill,70,475000
 N. Jørgensen,77,10000000
 J. Hoilett,75,7000000
 J. Hegeler,71,1000000
 Y. Poulsen,77,12000000
 David Juncà,74,6000000
 J. Cuevas,72,3000000
 M. Rivero,66,600000
 R. Ziegler,70,1000000
 A. Feick,70,1000000
 J. Torres Nilo,72,2000000
 W. Camacho,72,2000000
 M. Iori,72,1000000
 Nacho,70,1000000
 A. Kolomeytsev,71,1000000
 Eguaras,71,2000000
 G. Peñalba,74,4000000
 D. Beasley,70,375000
 J. González,71,3000000
 Lato,75,9000000
 D. da Costa,73,4000000
 M. Bakakis,72,3000000
 H. Faik,71,2000000
 E. Kaş,68,925000
 P. Tachtsidis,74,5000000
 E. Krafth,73,4000000
 D. Pratley,67,575000
 W. Hughes,76,12000000
 R. Sobhi,75,9000000
 A. Carroll,77,9000000
 S. Blanco,75,6000000
 Camilo,74,6000000
 J. Locadia,77,12000000
 K. Möhwald,73,5000000
 H. Aleesami,71,2000000
 A. Borysiuk,70,1000000
 M. Mohammadi,73,4000000
 B. Gomis,80,13000000
 Saúl Berjón,75,6000000
 M. Gregoritsch,77,11000000
 R. van Persie,77,5000000
 A. Ríos,74,4000000
 Marcelo Goiano,76,6000000
 B. Sako,72,3000000
 A. Rispoli,72,3000000
 C. Wood,77,11000000
 Han Kyo Won,68,950000
 Iván López,72,3000000
 Djalma,74,5000000
 T. Sušić,69,1000000
 B. Linssen,72,3000000
 Keko,76,9000000
 F. Orellana,78,9000000
 Rubem Esteiro,72,2000000
 I. Bosquedo,72,2000000
 G. Cunningham,74,5000000
 A. Abrashi,71,2000000
 Jorge,74,6000000
 L. Baal,75,4000000
 D. Calabria,75,9000000
 T. Gutiérrez,77,7000000
 M. Pack,70,2000000
 Rubén Castro,81,6000000
 G. Dzhikiya,76,9000000
 Maicón,76,8000000
 A. Ricaurte,74,6000000
 L. Pisculichi,75,4000000
 F. Seymour,69,1000000
 Kauã Abranches,74,3000000
 V. Lindelöf,78,12000000
 P. Toranzo,72,1000000
 A. Traoré,72,2000000
 R. Goreux,68,675000
 Kim Eun Sun,70,1000000
 J. Swift,69,1000000
 G. Maniatis,69,775000
 Joan Jordán,72,4000000
 T. Davies,74,8000000
 J. Ananidze,75,8000000
 M. Thorsby,70,2000000
 G. Flores,69,700000
 B. Santamaria,75,7000000
 L. Cattermole,71,1000000
 L. Griffiths,75,7000000
 S. Ghoddos,72,4000000
 E. Durm,75,6000000
 G. Machín,69,500000
 Z. Labyad,75,9000000
 S. Martinsson Ngouali,72,3000000
 J. Monteiro,72,4000000
 D. Quintero,76,7000000
 Sastre,70,1000000
 L. Koutris,70,2000000
 Abraham,74,4000000
 K. Olsson,73,5000000
 K. Großkreutz,73,3000000
 D. Kohr,77,10000000
 Juan Villar,74,5000000
 C. Trimmel,72,2000000
 M. Rosenberg,73,2000000
 H. Bedimo,70,675000
 S. Tshabalala,76,6000000
 M. Stiepermann,68,850000
 J. Bacuna,69,1000000
 A. Fulgini,71,3000000
 L. Noriega,68,675000
 A. Kali,70,1000000
 H. Toledo,72,4000000
 M. Lopez,74,7000000
 P. Herrmann,77,9000000
 D. Aleksić,72,3000000
 M. Kranevitter,77,10000000
 S. Azmoun,76,11000000
 P. Souaré,70,1000000
 D. Pudil,68,575000
 C. Jorquera,70,1000000
 H. Winks,75,10000000
 M. Normann,69,1000000
 M. Philipp,78,14000000
 L. Muriel,80,17000000
 Y. Makarenko,71,2000000
 J. Mauri,71,3000000
 K. Tete,78,11000000
 M. Barthelmé,71,2000000
 Leo Caldeirinha,74,3000000
 L. Duarte,68,1000000
 S. Larsson,76,10000000
 K. Barmen,68,1000000
 J. Damm,75,8000000
 J. Korb,76,7000000
 Claudio Coíntra,77,5000000
 L. Figueroa,70,900000
 Y. Barbet,72,3000000
 André Ramalho,74,6000000
 G. Clichy,77,6000000
 O. Alderete,73,5000000
 Vasco Rocha,70,1000000
 K. Frei,74,7000000
 M. Gobbi,73,450000
 R. Majewski,72,2000000
 Aketxe,72,4000000
 R. Fredericks,72,3000000
 F. Sánchez,72,2000000
 Fernando Bob,72,2000000
 Jailson Caeiro,74,4000000
 A. Davies,72,6000000
 M. Morganella,68,900000
 Molinero,71,1000000
 J. Dudziak,67,900000
 C. Higuita,70,2000000
 A. Danielsen,67,450000
 T. Savanier,72,3000000
 Elsinho,72,2000000
 Luisinho Conradi,70,1000000
 S. Thern,70,2000000
 F. Cartabia,77,11000000
 K. Ehizibue,72,3000000
 Javi Ros,68,850000
 Lee Sang Ho,65,500000
 O. Fink,71,1000000
 L. Craig,66,600000
 Abraham,70,1000000
 M. Duelund,70,2000000
 B. Chilwell,73,5000000
 M. Seuntjens,68,1000000
 Jurado,79,11000000
 Hélder Lopes,73,3000000
 M. Cornet,74,8000000
 P. Galdames,71,4000000
 B. Dickenson,66,725000
 F. Haroun,71,2000000
 J. Brownhill,70,2000000
 A. Lennon,77,8000000
 P. Jones,80,14000000
 P. Strand,66,875000
 A. Mounier,75,6000000
 Reyes,78,6000000
 N. Daghfous,69,1000000
 Nicholas Aldair,75,7000000
 K. Coman,82,29000000
 R. Salinas,70,1000000
 B. Holman,69,650000
 S. Malone,71,2000000
 A. Chedjou,76,4000000
 H. Dalsgaard,71,2000000
 Isma López,71,2000000
 B. Zuculini,71,3000000
 W. McKennie,70,3000000
 C. Molinaro,73,1000000
 M. Bogado,68,525000
 R. Aliendro,67,750000
 S. Kagawa,83,26000000
 P. Bardsley,72,1000000
 J. Medranda,69,1000000
 J. Rodríguez,73,5000000
 S. Serdar,72,5000000
 Edgar Costa,72,2000000
 R. Nissen Kristensen,71,3000000
 Ivi,75,9000000
 J. Cornejo,71,2000000
 P. Małecki,69,1000000
 J. Morávek,72,3000000
 J. Cavalli,72,1000000
 L. Laverone,67,600000
 R. Sanusi,68,1000000
 Fernando Boldrin,71,2000000
 A. Diamanti,75,3000000
 Y. Mutō,76,10000000
 F. Casarini,67,775000
 L. Brattan,68,750000
 Hugo Rubiães,71,950000
 E. Mammana,77,13000000
 E. Džeko,85,34000000
 S. Diallo,70,2000000
 R. Krishna,72,3000000
 K. Mączyński,71,1000000
 Padilhisco,74,4000000
 B. Shea,65,575000
 T. Perthel,68,700000
 P. Arriola,72,4000000
 E. Bailly,84,35000000
 E. Saric,72,3000000
 F. Silva,73,3000000
 Braga,71,1000000
 B. Leal,71,1000000
 T. Hiariej,69,850000
 G. Garza,71,2000000
 E. Valentini,70,1000000
 J. Altidore,77,9000000
 I. Brizuela,74,6000000
 D. Cabrera,70,1000000
 A. Chipciu,72,3000000
 A. Lambertz,65,400000
 G. Donati,75,5000000
 Maicon,80,12000000
 C. Wilson,77,11000000
 C. Tiffert,70,750000
 Lee Seung Gi,70,1000000
 A. Aldrete,69,800000
 R. Rodelin,76,8000000
 L. Menossi,68,1000000
 L. Hyam,67,825000
 A. Bakasetas,72,4000000
 Douglas Armeira,72,2000000
 M. Murillo,70,2000000
 M. Musacchio,80,13000000
 S. Hierländer,69,1000000
 S. Whittaker,68,350000
 Ailton Guevara,75,7000000
 Kim Young Uk,67,875000
 M. Gaus,70,1000000
 B. Davies,64,50000
 Ximo Navarro,74,5000000
 D. Cools,73,6000000
 J. Delaplace,72,2000000
 C. Nørgaard,71,2000000
 Sergio García,77,4000000
 M. Jacobs,69,1000000
 U. Matić,69,1000000
 T. Touré,71,3000000
 G. Boyd,70,1000000
 Marquinhos,84,35000000
 M. Rits,72,4000000
 Cristian Tello,78,12000000
 Ivan Cavaleiro,75,9000000
 M. Moralez,75,6000000
 A. Matthews,69,1000000
 Jeff Meirson,72,2000000
 B. Bolingoli,70,2000000
 A. Cole,71,275000
 J. Hogg,75,5000000
 G. De Mets,68,675000
 S. Vokes,76,8000000
 L. Miranda,70,2000000
 H. Arslan,66,525000
 J. Plata,74,6000000
 P. Coutts,71,2000000
 A. Diaby,75,8000000
 L. Schmitz,69,825000
 Quique,73,4000000
 Bruno Gama,74,5000000
 A. Gilbey,67,1000000
 R. Saïss,76,7000000
 F. Ojo,70,2000000
 M. de Ligt,79,16000000
 S. García,73,3000000
 T. Elyounoussi,72,3000000
 M. Sadlok,71,1000000
 G. Simeone,78,15000000
 A. Haidara,70,3000000
 A. Castro,69,1000000
 Víctor Díaz,74,4000000
 M. Jensen,70,3000000
 J. Madueña,71,2000000
 E. Aguirre,71,4000000
 J. Haberer,74,7000000
 T. Aoyama,71,2000000
 J. Wurtz,68,1000000
 A. Acosta,66,475000
 B. Vătăjelu,68,1000000
 R. De Paul,74,8000000
 Léo Silva,68,775000
 F. Bachirou,72,3000000
 H. Jimenez,67,600000
 Reginaldo,69,650000
 D. Petratos,69,1000000
 S. Denswil,76,9000000
 B. Bjarnason,71,2000000
 C. Clemens,73,4000000
 Ayoze Pérez,75,9000000
 C. Théréau,77,4000000
 E. Bauthéac,73,3000000
 S. Rybalka,73,3000000
 F. Aursnes,67,1000000
