Name,Overall,Value
 R. Lawal,72,€2.9M
 T. Foket,73,€4.5M
 E. Kaçe,71,€3M
 C. Kwon,73,€5.5M
 Naldo,84,€9.5M
 Williams,81,€24.5M
 G. Higuaín,90,€77M
 S. Arias,78,€10.5M
 Iñigo Martínez,82,€22.5M
 D. Lezcano,73,€4.3M
 Somália,73,€4M
 D. Gosling,73,€4.1M
 S. Marveaux,74,€4.9M
 M. Harnik,77,€8.5M
 N. De Préville,77,€9.5M
 H. Lozano,79,€17.5M
 Go Yo Han,71,€2.3M
 E. Ruud,69,€400K
 A. Nagy,74,€8.5M
 G. Ramírez,79,€15M
 J. Ledley,73,€3M
 A. Konradsen,70,€1.9M
 K. Vacek,73,€3.7M
 Y. Yazıcı,75,€10M
 A. Bedoya,74,€5M
 M. Frýdek,69,€1.3M
 P. Lees-Melou,76,€9.5M
 V. Guzmán,71,€3.3M
 A. Trondsen,71,€3.6M
 M. Flamini,75,€2.7M
 M. Tisserand,75,€7.5M
 V. Vada,73,€5.5M
 O. Hiljemark,73,€5M
 N. Amiri,78,€14.5M
 D. Gorter,68,€850K
 S. Salihović,72,€2.4M
 Pascoal Muscato,74,€5M
 I. Scocco,77,€7M
 J. Meram,72,€3.1M
 Jozabed,77,€10.5M
 J. Schlupp,72,€3.3M
 A. Schöpf,77,€12M
 B. Oviedo,72,€2.6M
 L. Antonelli,76,€5.5M
 D. Warmerdam,70,€2.2M
 Iñigo Pérez,72,€2.4M
 M. Piedrahita,71,€1.3M
 P. Schiattarella,73,€3.7M
 B. Hämäläinen,71,€1.9M
 S. Pocognoli,71,€1.8M
 Silas Almeim,75,€6M
 F. Rinaudo,72,€2.3M
 Gabrisco Aníbal,75,€6M
 Felipe,72,€3.6M
 C. Taylor,74,€6M
 N. Dirar,77,€8M
 R. Gosens,71,€3.2M
 A. Surman,76,€7M
 R. Leonard,69,€1.3M
 A. Limbombe,75,€9M
 G. Cameron,75,€4.5M
 M. Albornoz,71,€2.3M
 L. Seijas,71,€2.1M
 G. Cimirot,73,€5M
 M. Gaćinović,75,€9M
 Baiano,75,€4.8M
 Ricardinho,68,€500K
 H. Lansbury,72,€3.6M
 S. Holmén,72,€1.8M
 C. Leemans,70,€2.3M
 F. Cerro,73,€3.8M
 Pedro León,80,€14M
 A. Traoré,74,€5.5M
 D. Amartey,75,€8M
 F. Novák,71,€2.4M
 D. Nagbe,73,€4.2M
 E. Hernández,78,€10M
 M. Elneny,77,€10M
 G. Carey,70,€1.8M
 E. Prib,72,€3.3M
 N. Sansone,77,€11.5M
 A. Mehmedi,76,€8.5M
 T. Leibold,72,€3.3M
 Rosberto Dourado,76,€6M
 B. Mendy,79,€15.5M
 D. Davis,69,€1.2M
 D. Fletcher,74,€3.3M
 Guarrotxena,71,€3.2M
 L. Mareček,72,€3.2M
 Eber Bessa,69,€1.3M
 Robson Denho,73,€3.5M
 T. Bakayoko,80,€17M
 C. Grenier,74,€6.5M
 R. Bonevacia,70,€2.2M
 M. Możdżeń,68,€925K
 J. Walters,73,€2.5M
 V. Pajot,73,€4.2M
 Vitinho,76,€11M
 Y. Benzia,76,€10.5M
 G. van der Wiel,75,€5M
 I. Kahveci,74,€7.5M
 J. Mercier,73,€275K
 R. Hamouma,77,€8.5M
 S. Giovinco,82,€21.5M
 Renan Bressan,76,€7.5M
 V. Nogueira,73,€3.8M
 A. Ekdal,76,€8M
 M. Rohdén,71,€2.5M
 A. González,71,€3M
 O. Al Soma,78,€10.5M
 Luíz Carlos,73,€2.7M
 Souza,70,€1.4M
 R. Delgado,72,€2.6M
 E. Garay,83,€19M
 Bruno Gaspar,73,€4.3M
 E. Çolak,79,€15M
 A. Kramarić,81,€22M
 D. Luckassen,73,€4.8M
 R. Lamah,72,€3M
 D. Berardi,78,€14M
 C. Kaboré,77,€7M
 Mikel Rico,76,€6M
 D. Chará,74,€3.8M
 Timor,76,€7.5M
 W. Vainqueur,77,€7M
 M. Ozdoev,72,€4.1M
 Tarantini,75,€3.9M
 Luisinho,77,€4.9M
 K. Benzema,85,€38.5M
 C. Buchtmann,73,€4.9M
 K. Vogt,80,€15M
 J. McGinn,70,€2.6M
 F. Tissone,73,€3M
 Emerson,76,€8.5M
 M. Rog,76,€11M
 B. Capon,70,€1.3M
 D. Opare,73,€3.4M
 Clayton Fildeiras,72,€1.9M
 O. Ivanov,74,€5.5M
 M. Doherty,73,€4.1M
 Victildinho,75,€2.6M
 W. Janssen,74,€4.2M
 P. Bengtsson,71,€1.8M
 A. Issoko,73,€4.1M
 Paulo Machado,72,€2.7M
 Gedson Fernandes,69,€2.1M
 R. Jenssen,70,€1.7M
 I. Radovanović,78,€8.5M
 Guilherme,73,€4.3M
 F. Krovinović,77,€12.5M
 J. Molina,73,€3.1M
 R. López,71,€2.6M
 J. Ortiz,72,€1.8M
 D. Tadić,79,€12.5M
 G. Töre,77,€10.5M
 J. van der Heijden,76,€6M
 Y. Salibur,77,€9.5M
 K. Bellarabi,81,€18.5M
 J. Iličić,81,€18M
 L. Licht,71,€275K
 Gerard Moreno,80,€19M
 M. Kieftenbeld,70,€1.7M
 M. Henriksen,71,€3M
 J. Hochscheidt,70,€1.7M
 I. Sylla,72,€3.4M
 Rúben Ferreira,73,€3.3M
 Gabriel Paulista,81,€18M
 J. McArthur,76,€7.5M
 K. Laimer,73,€6M
 F. Ribéry,85,€19.5M
 João Schmidt,72,€4M
 R. Kambolov,73,€3.9M
 A. Westwood,74,€6M
 M. Lacen,72,€1.3M
 J. Mišić,73,€6M
 T. Walcott,79,€12.5M
 I. Sosa,76,€7.5M
 K. Ayhan,74,€7M
 P. Bargfrede,75,€5.5M
 P. Kadeřábek,78,€10.5M
 A. Barnes,77,€9.5M
 K. Kombarov,70,€1.3M
 M. Luongo,73,€5M
 Y. Gouffran,73,€3.5M
 A. Hunt,76,€7.5M
 Babanco,71,€2M
 De las Cuevas,72,€2.7M
 D. Marney,70,€1M
 B. Henrichs,76,€10M
 L. Gil,71,€2.9M
 D. Bocanegra,75,€4.8M
 Pelé,74,€5.5M
 F. Pardo,76,€8.5M
 André Silva,77,€13.5M
 V. Kavlak,71,€1.9M
 F. Kroos,72,€3.2M
 A. Biyogo Poko,72,€4M
 H. Aouar,75,€12.5M
 D. Dessena,70,€1.6M
 N. Chalobah,76,€10M
 A. Mierzejewski,75,€6.5M
 O. Selnæs,75,€7.5M
 Lee Jae Sung,76,€10M
 G. Mercado,79,€9.5M
 F. Lemoine,75,€4.9M
 Quaresma,83,€15.5M
 J. Baumgartlinger,78,€8M
 C. Tosun,80,€18M
 Mosquera,75,€5M
 M. Locatelli,74,€8M
 M. Dal Hende,69,€1.1M
 I. Strinić,74,€4.3M
 P. Evra,75,€775K
 H. Sakai,77,€7.5M
 Muniain,79,€16M
 S. Muntari,72,€1.8M
 B. Acosta,70,€2.1M
 L. Fejsa,82,€18M
 V. Bessat,73,€3.5M
 Kim Bo Kyung,70,€1.8M
 G. Hauche,73,€3.9M
 E. Lenjani,70,€1.5M
 J. Bostock,70,€2.2M
 S. Petrov,73,€3.8M
 C. Săpunaru,70,€725K
 Iturraspe,79,€12.5M
 Willian José,82,€28.5M
 J. Sánchez,71,€1.8M
 A. Gunnarsson,72,€2.5M
 M. Bauer,75,€7M
 Y. Konoplyanka,79,€13M
 W. Zaha,82,€28.5M
 F. de Jong,75,€10.5M
 Fábio,71,€2.3M
 Gelson Fernandes,76,€5.5M
 D. Buzzegoli,69,€500K
 K. Laifis,73,€4.5M
 M. González,72,€1M
 F. Fajr,75,€6.5M
 D. Liénard,75,€6.5M
 D. Meyler,70,€1.8M
 I. Obradović,73,€3.2M
 F. Cervi,79,€17.5M
 B. Dack,71,€3.2M
 S. Williams,71,€1.8M
 Rodrigo Galo,73,€2.9M
 L. Lerager,74,€7M
 R. Steffen,76,€9M
 Javi López,76,€5M
 L. Arias,68,€700K
 Eder,80,€14.5M
 K. Reichel,72,€2.2M
 Paulinho,74,€5.5M
 A. Gaţcan,72,€1.8M
 S. Mustafi,83,€26.5M
 Balenziaga,78,€8M
 L. Freeman,74,€7M
 Iago Falqué,80,€15.5M
 T. Koopmeiners,72,€5M
 P. Verhaegh,76,€3M
 L. Cook,75,€10M
 O. Giroud,82,€21.5M
 K. Fortounis,76,€10M
 J. Weigl,80,€17.5M
 L. Öztunali,75,€9.5M
 E. Sala,78,€12.5M
 M. Lehmann,73,€1.2M
 Susaeta,80,€14.5M
 A. Mvuemba,70,€1.3M
 Nano,69,€575K
 T. Gebre Selassie,75,€4.8M
 M. Demir,74,€7M
 M. Ginter,79,€13.5M
 A. Mandi,78,€11.5M
 Santi da Bruma,72,€2M
 R. Martínez,76,€3.7M
 G. Tzavellas,70,€1.4M
 Dani García,81,€17M
 A. Smith,75,€6.5M
 M. Valbuena,81,€14M
 S. Gomaa,73,€5M
 Melero,73,€5.5M
 A. Solari,72,€3.7M
 C. Nkunku,74,€8M
 R. Millar,71,€1M
 G. Barry,76,€1M
 Oier,74,€3.8M
 S. van de Streek,72,€3.9M
 B. Addae,68,€1.1M
 D. Godín,88,€40M
 B. Assou-Ekotto,69,€400K
 A. Morales,72,€3.2M
 M. Izco,72,€1.5M
 H. Kaldırım,75,€5.5M
 L. Pratto,78,€10.5M
 J. Howson,72,€3M
 Jorginhson,75,€6M
 Pere Pons,76,€10M
 J. Rodwell,69,€1.1M
 M. Kone,70,€1.8M
 F. Caicedo,77,€9M
 A. Meijers,71,€1.8M
 V. Lazaro,75,€9M
 A. Baby,72,€3.1M
 O. Vaněk,70,€1.9M
 Edmilson Junior,75,€9M
 A. Oyongo,71,€2.4M
 L. Fuentes,71,€1.7M
 Fernando,79,€10M
 F. Bartels,77,€8.5M
 S. Klaiber,71,€2.6M
 J. Jones,74,€6.5M
 M. Amalfitano,73,€3.1M
 A. Bourceanu,70,€1M
 Fabrício,75,€7M
 T. Dingomé,71,€2.3M
 M. Coutadeur,72,€2.7M
 N. Aké,78,€12.5M
 N. Vukčević,76,€8M
 M. Tekdemir,74,€4.4M
 F. Haugen,70,€2.2M
 D. Zakaria,77,€13.5M
 Pedro López,72,€1.2M
 S. Prcić,73,€4.4M
 A. Fransson,72,€4.1M
 J. Méndez,72,€2.4M
 M. Erdinç,74,€5.5M
 H. Traoré,73,€4M
 F. Kostić,78,€13M
 Y. Bissouma,72,€5M
 E. Forsberg,82,€27M
 S. Peeters,73,€5M
 V. Karavaev,73,€4.7M
 André Martins,73,€4.1M
 J. Stryger Larsen,74,€5.5M
 D. Royer,73,€4.2M
 Gabriel Silva,72,€3M
 Rubén Pardo,76,€9.5M
 S. Clucas,73,€4.2M
 R. Elm,72,€3M
 Luis Couprins,71,€1.8M
 S. Schaars,75,€2.7M
 S. Parshivlyuk,73,€3.2M
 J. Van Damme,71,€900K
 Diego Castro,75,€3.4M
 B. Fornaroli,76,€7.5M
 Evandro,71,€2.2M
 D. Kulakov,73,€2.6M
 Thiago Maia,75,€8M
 Vítor Bruno,69,€875K
 P. Ankersen,71,€2M
 K. Baldé,81,€25M
 J. Faussurier,70,€1.7M
 W. Johnson,69,€975K
 M. Lanzini,81,€24M
 A. Khalili,71,€3M
 D. Croce,70,€875K
 Rafa Soares,71,€3M
 T. Monconduit,75,€6.5M
 D. Perotti,81,€18M
 J. Gol,71,€2M
 Mikel San José,79,€12.5M
 N. Otamendi,85,€30M
 J. Morrow,71,€1.8M
 D. Rodríguez,75,€6.5M
 D. Ba,77,€7M
 N. Domingo,75,€3.8M
 G. Leadbitter,70,€1.2M
 K. Monnet-Paquet,73,€4M
 Caiuby,77,€9M
 K. Roofe,71,€3.1M
 R. Hilbert,73,€2.2M
 A. Knockaert,76,€9M
 L. Blas,74,€8.5M
 B. Sverrisson,67,€650K
 A. Grünwald,72,€3.1M
 A. Belotti,82,€30M
 D. Silva,73,€3.7M
 M. Eriksson,70,€1.9M
 A. Chávez,74,€6.5M
 S. Kolašinac,81,€18.5M
 M. Pektemek,72,€3.2M
 S. Gleeson,69,€850K
 G. Gómez,70,€725K
 David López,79,€10.5M
 E. Cascione,69,€625K
 W. Katsande,74,€3.8M
 I. Cissokho,71,€1.3M
 M. Scozzarella,69,€1M
 S. Pérez,73,€5.5M
 M. Cáceres,78,€7.5M
 T. Bruns,71,€2.9M
 A. Diawara,77,€13.5M
 Diego,75,€6.5M
 R. Rezaeian,69,€875K
 Arana,73,€5M
 C. Moritz,72,€3.2M
 C. Ortíz,76,€6M
 V. Nsimba,71,€2.7M
 R. Yanbaev,73,€1.5M
 I. Fernández,75,€7M
 M. Valdifiori,75,€4.5M
 M. Basha,71,€2.2M
 M. Pérez García,74,€4.4M
 Soares,78,€12.5M
 Suso,82,€29.5M
 O. Kuzmin,70,€200K
 B. Bereszyński,73,€4.2M
 S. Sanogo,74,€4.6M
 B. Dramé,73,€2.6M
 M. Schmiedebach,73,€3.2M
 L. Montes,69,€900K
 T. Matthys,69,€650K
 B. Ramselaar,76,€11M
 N. Schulz,76,€8M
 S. Berghuis,78,€12.5M
 Manu García,75,€4.5M
 V. Giraldo,70,€1.2M
 W. Mesloub,68,€600K
 A. Townsend,78,€12.5M
 F. Klein,70,€1.3M
 Daniel Candeias,74,€5.5M
 E. Alioski,72,€3.7M
 A. Conti,75,€9M
 S. Amrabat,75,€9M
 T. Werner,83,€34.5M
 Álex Martínez,74,€5.5M
 S. Byram,73,€4.3M
 A. Bjelica,71,€2.6M
 G. Milanov,72,€3.7M
 E. Hysaj,80,€16M
 Vítor Gomes,71,€2.3M
 A. Bouchalakis,70,€2.2M
 A. Katai,75,€7M
 G. Sakai,74,€4.8M
 Wilson Eduardo,77,€9.5M
 A. Beck,74,€4.1M
 Luna,74,€5.5M
 L. Olaza,71,€3.1M
 O. Opazo,72,€3.3M
 Dani Castellano,74,€4.3M
 Danilo,71,€2.4M
 B. Stambouli,78,€10.5M
 A. Rusnák,76,€10M
 A. Vršajevič,72,€2M
 L. De Bock,72,€3.3M
 T. Hernández,75,€9M
 K. Rowe,69,€1.2M
 Samu Castillejo,80,€20M
 S. Missiroli,75,€5.5M
 A. Romao,75,€2.7M
 Àngel Rangel,73,€1.1M
 L. Faravelli,70,€2.3M
 Walace,74,€6.5M
 J. Cortés,69,€1.1M
 M. Malyshev,72,€3.6M
 K. Tierney,76,€11M
 D. Cvitanich,77,€5.5M
 M. James,73,€4.8M
 Shin Hyung Min,69,€775K
 Porphirinho,72,€2.4M
 F. Navarro,71,€1.9M
 A. Ljajić,80,€18M
 V. Ćorluka,82,€15M
 B. O'Neill,68,€1M
 L. Rodríguez,72,€3M
 T. Huddlestone,74,€4.2M
 H. Behrens,74,€4.7M
 R. Rotman,68,€725K
 Luís Aurélio,70,€1.8M
 N. Gießelmann,71,€2.4M
 João Novais,73,€5.5M
 Eraso,74,€6M
 J. Martínez,81,€23M
 B. Yılmaz,79,€11.5M
 G. Shinnie,73,€4.1M
 Otávio,77,€12M
 G. Maluleka,69,€1M
 K. Phillips,71,€3M
 J. Torres,68,€700K
 S. Kalou,80,€13M
 F. Andrijašević,73,€4.8M
 A. Zamorano,68,€1.1M
 F. Forestieri,73,€4.3M
 M. Urruti,73,€4.8M
 S. Sensi,73,€4.7M
 A. Szymanowski,78,€10.5M
 F. Castillo,75,€8M
 J. Gouweleeuw,78,€10.5M
 M. Rodríguez,72,€2M
 A. Turan,70,€1.8M
 M. Özil,87,€51M
 Javi Márquez,73,€3.4M
 S. Feghouli,79,€13M
 M. Balotelli,83,€28.5M
 L. Acosta,78,€10M
 G. Kakuta,76,€9.5M
 F. Ogude,71,€1.8M
 Negredo,79,€11.5M
 K. Mrabti,71,€3.3M
 Carmona,74,€5.5M
 Jesus Andradaldo,74,€4.9M
 M. Wolf,76,€11M
 M. Ninković,75,€5M
 M. Abeid,70,€1.9M
 N. Calderón,70,€1.8M
 Cejudo,74,€3.4M
 Sergi Enrich,79,€13.5M
 D. Offenbacher,66,€700K
 Michel Macedo,76,€6.5M
 Edvaldisco,74,€5M
 S. Sinclair,76,€8M
 S. Quinn,67,€650K
 O. Zahustel,72,€3M
 H. Van Der Bruggen,72,€3.9M
 P. Kasami,73,€4.8M
 V. Bystrov,72,€1.9M
 M. Ostrzolek,75,€5.5M
 R. Quaison,72,€4.2M
 P. Mantalos,76,€9.5M
 M. Stoppelkamp,71,€2.2M
 Jonny,78,€11.5M
 J. Domínguez,70,€1.3M
 H. Nordtveit,76,€7.5M
 D. Benedetto,79,€13.5M
 C. N'Doye,69,€900K
 Y. Mallı,79,€15.5M
 D. Pavelka,72,€3.2M
 Bernard,80,€19M
 Luís Hernández,77,€8M
 A. McGeady,73,€3.5M
 Y. Anchico,67,€450K
 D. Holla,69,€1M
 T. Deeney,77,€9M
 K. Ziani,69,€500K
 R. Holzhauser,72,€3.4M
 José Mari,72,€2.4M
 L. Baker,71,€3.4M
 Choi Chul Soon,72,€2.2M
 E. Pieters,75,€5.5M
 M. De Sciglio,77,€9.5M
 Suso Santana,71,€1.8M
 I. Marcone,79,€12.5M
 C. Gamboa,70,€1.5M
 I. Chochev,73,€5.5M
 Ruben Lima,71,€2M
 N. Peñailillo,67,€800K
 A. Skúlason,67,€550K
 A. Eschenko,75,€2.6M
 B. Dočkal,75,€6.5M
 M. Icardi,87,€66.5M
 L. Vilsvik,69,€825K
 V. Şen,73,€3.9M
 O. Peralta,75,€4.2M
 Alcatraz,67,€550K
 A. Rukavina,76,€3M
 G. Bou,79,€13.5M
 S. Nakajima,76,€11M
 Lora,72,€2.2M
 J. Vossen,73,€4.1M
 Vágner Corraldo,71,€1.8M
 A. Souquet,76,€7.5M
 M. Odubajo,72,€3.7M
 M. Jedinák,73,€2.3M
 Z. Machach,73,€5.5M
 E. Bardhi,76,€11.5M
 M. Knoll,71,€2.1M
 M. Uth,80,€18M
 T. Inui,78,€10M
 S. Schrijvers,72,€4.6M
 Víctor Álvarez,74,€6.5M
 N. Kreuzer,68,€1M
 R. Mora,74,€5.5M
 A. Reach,72,€3.9M
 O. Sorg,73,€3.3M
 G. Espinoza,70,€1.8M
 K. Vandendriessche,70,€1.8M
 Y. Mulumbu,73,€3.7M
 S. Schwab,68,€925K
 P. Heise,71,€2.3M
 O. Tannane,74,€7.5M
 T. Hateley,68,€750K
 L. Jara,74,€5.5M
 D. de Buen,70,€1.9M
 H. Villalba,75,€8.5M
 R. Baca,71,€2.4M
 A. Umar,76,€10.5M
 G. Díaz,69,€800K
 C. Pulisic,79,€18.5M
 Kim Sung Joon,70,€1.7M
 V. Kompany,85,€26M
 A. Milik,79,€18M
 Luis Alberto,81,€24M
 S. Cristóforo,74,€6M
 Álex Moreno,71,€2.7M
 K. Kanga,75,€8M
 P. Jagielka,79,€3.8M
 J. Morel,76,€3.1M
 P. Gerkens,73,€5.5M
 T. Chevalier,73,€3.8M
 F. Moubandje,73,€3.7M
 Hugo Mallo,80,€15M
 M. Nakamba,77,€10.5M
 S. Hanni,76,€9M
 O. Hurmacı,72,€2.9M
 Alexo Baia,75,€5M
 M. Eggestein,76,€11M
 Edgar Méndez,75,€7M
 G. Hendrickx,70,€2.1M
 Maikel Mesa,73,€4.8M
 L. Immers,72,€2.7M
 F. Brienza,73,€1.1M
 M. Crimi,68,€925K
 J. Gómez,75,€7.5M
 D. Di Gennaro,72,€3M
 José Ángel,75,€5.5M
 D. Guzman,71,€2.2M
 S. Lobotka,75,€9.5M
 G. Pereiro,76,€10.5M
 M. Güven,72,€2.4M
 G. Kačar,72,€2.3M
 H. Rodallega,73,€3.6M
 I. Coronado,74,€7.5M
 K. Leerdam,71,€2M
 F. Balmont,71,€600K
 A. Laporte,83,€29.5M
 D. Swanson,67,€725K
 Daniel Carriço,79,€10M
 M. Albæk,73,€4.1M
 A. Rebić,76,€10M
 I. Mathew,69,€1.6M
 G. Sio,76,€8M
 M. Motta,73,€2.6M
 Joaquín,79,€5.5M
 B. Corgnet,72,€2.9M
 V. Eysseric,76,€9M
 J. King,77,€11M
 A. Ogogo,66,€650K
 A. Maher,72,€4M
 E. Taşdemir,70,€2.1M
 J. Sánchez,72,€2.6M
 S. Jung,74,€5M
 M. Wittek,68,€1.1M
 Hélder Barbosa,73,€3.8M
 Richarlison,76,€12.5M
 F. Manríquez,73,€2.3M
 D. Odoi,69,€825K
 Park Joo Ho,70,€1.6M
 H. Vanaken,78,€13M
 G. Whelan,72,€1.3M
 R. Danzé,72,€2.2M
 I. Tomečak,69,€875K
 C. Mammarella,68,€400K
 C. Mulgrew,71,€1.6M
 N. Toko,67,€875K
 F. Schnellhardt,70,€2.5M
 A. Clayton,72,€2.5M
 D. Johnson,70,€2.3M
 A. Pérez,75,€900K
 H. Ben Arfa,79,€12M
 Welthon,75,€8.5M
 S. Darbion,69,€650K
 Bóveda,76,€6M
 Pablo Hernández,73,€3.1M
 E. Hernández,72,€2.2M
 G. Čaušić,72,€3.8M
 J. Léa Siliki,70,€2.8M
 E. Velarde,70,€1.2M
 E. Pulgar,75,€7.5M
 V. Grifo,78,€13M
 I. Jiménez,70,€1.5M
 A. Al Asta,67,€550K
 Nélson Lenho,73,€1.5M
 M. Taylor,63,€80K
 Serginho,71,€1.8M
 K. Zachariassen,69,€1.4M
 K. Drygas,68,€925K
 N. Uysal,73,€4M
 R. Thomas,76,€11M
 D. McCarty,74,€4.2M
 Cauê,72,€2.5M
 Michel Cruceiro,73,€3.5M
 F. Quagliarella,80,€8M
 Otávio,76,€8.5M
 J. Córdoba,75,€9M
 M. Steinhöfer,69,€700K
 F. Magnanelli,75,€3.8M
 D. Jones,70,€1.3M
 Ismael,72,€4.3M
 F. Torres,67,€375K
 V. Anita,70,€1.4M
 S. Bastien,72,€5M
 S. Bentivoglio,69,€800K
 R. Fernández,70,€1.4M
 J. Russell,72,€3.3M
 Y. van Nieff,66,€700K
 M. Lestienne,77,€11M
 T. Letschert,72,€3.3M
 F. Roncaglia,76,€5.5M
 G. Burgstaller,79,€13M
 S. Davis,71,€3.1M
 J. Valdés,75,€2.1M
 I. Fossum,72,€4.2M
 P. Diamanka,72,€2.6M
 Zapater,71,€1.4M
 Pietrson Mendes,73,€2.4M
 S. Sarıoğlu,69,€575K
 B. Sigurðarson,73,€5M
 T. Cahill,70,€475K
 N. Jørgensen,77,€10.5M
 J. Hoilett,75,€7M
 J. Hegeler,71,€1.8M
 Y. Poulsen,77,€12M
 David Juncà,74,€6.5M
 J. Cuevas,72,€3M
 M. Rivero,66,€600K
 R. Ziegler,70,€1.2M
 A. Feick,70,€1.3M
 J. Torres Nilo,72,€2.4M
 W. Camacho,72,€2.7M
 M. Iori,72,€1.3M
 Nacho,70,€1.4M
 A. Kolomeytsev,71,€1.9M
 Eguaras,71,€2.5M
 G. Peñalba,74,€4.3M
 D. Beasley,70,€375K
 J. González,71,€3.5M
 Lato,75,€9M
 D. da Costa,73,€4.3M
 M. Bakakis,72,€3M
 H. Faik,71,€2.9M
 E. Kaş,68,€925K
 P. Tachtsidis,74,€5.5M
 E. Krafth,73,€4.7M
 D. Pratley,67,€575K
 W. Hughes,76,€12M
 R. Sobhi,75,€9.5M
 A. Carroll,77,€9M
 S. Blanco,75,€6.5M
 Camilo,74,€6M
 J. Locadia,77,€12M
 K. Möhwald,73,€5.5M
 H. Aleesami,71,€2.8M
 A. Borysiuk,70,€1.9M
 M. Mohammadi,73,€4.7M
 B. Gomis,80,€13.5M
 Saúl Berjón,75,€6M
 M. Gregoritsch,77,€11.5M
 R. van Persie,77,€5.5M
 A. Ríos,74,€4.6M
 Marcelo Goiano,76,€6M
 B. Sako,72,€3M
 A. Rispoli,72,€3.1M
 C. Wood,77,€11M
 Han Kyo Won,68,€950K
 Iván López,72,€3.7M
 Djalma,74,€5.5M
 T. Sušić,69,€1.3M
 B. Linssen,72,€3.3M
 Keko,76,€9M
 F. Orellana,78,€9M
 Rubem Esteiro,72,€2.4M
 I. Bosquedo,72,€2.4M
 G. Cunningham,74,€5.5M
 A. Abrashi,71,€2M
 Jorge,74,€6.5M
 L. Baal,75,€4.4M
 D. Calabria,75,€9.5M
 T. Gutiérrez,77,€7M
 M. Pack,70,€2.1M
 Rubén Castro,81,€6.5M
 G. Dzhikiya,76,€9M
 Maicón,76,€8M
 A. Ricaurte,74,€6M
 L. Pisculichi,75,€4M
 F. Seymour,69,€1M
 Kauã Abranches,74,€3.4M
 V. Lindelöf,78,€12.5M
 P. Toranzo,72,€1.4M
 A. Traoré,72,€2.6M
 R. Goreux,68,€675K
 Kim Eun Sun,70,€1.4M
 J. Swift,69,€1.5M
 G. Maniatis,69,€775K
 Joan Jordán,72,€4.1M
 T. Davies,74,€8.5M
 J. Ananidze,75,€8.5M
 M. Thorsby,70,€2.5M
 G. Flores,69,€700K
 B. Santamaria,75,€7.5M
 L. Cattermole,71,€1.8M
 L. Griffiths,75,€7.5M
 S. Ghoddos,72,€4.3M
 E. Durm,75,€6.5M
 G. Machín,69,€500K
 Z. Labyad,75,€9M
 S. Martinsson Ngouali,72,€3.7M
 J. Monteiro,72,€4.2M
 D. Quintero,76,€7.5M
 Sastre,70,€1.2M
 L. Koutris,70,€2.1M
 Abraham,74,€4.8M
 K. Olsson,73,€5.5M
 K. Großkreutz,73,€3.2M
 D. Kohr,77,€10M
 Juan Villar,74,€5.5M
 C. Trimmel,72,€2.2M
 M. Rosenberg,73,€2.1M
 H. Bedimo,70,€675K
 S. Tshabalala,76,€6M
 M. Stiepermann,68,€850K
 J. Bacuna,69,€1.4M
 A. Fulgini,71,€3.7M
 L. Noriega,68,€675K
 A. Kali,70,€1.8M
 H. Toledo,72,€4.6M
 M. Lopez,74,€7.5M
 P. Herrmann,77,€9.5M
 D. Aleksić,72,€3.7M
 M. Kranevitter,77,€10M
 S. Azmoun,76,€11.5M
 P. Souaré,70,€1.6M
 D. Pudil,68,€575K
 C. Jorquera,70,€1.8M
 H. Winks,75,€10M
 M. Normann,69,€1.5M
 M. Philipp,78,€14M
 L. Muriel,80,€17.5M
 Y. Makarenko,71,€2.3M
 J. Mauri,71,€3.3M
 K. Tete,78,€11.5M
 M. Barthelmé,71,€2.4M
 Leo Caldeirinha,74,€3.4M
 L. Duarte,68,€1M
 S. Larsson,76,€10M
 K. Barmen,68,€1.2M
 J. Damm,75,€8.5M
 J. Korb,76,€7.5M
 Claudio Coíntra,77,€5.5M
 L. Figueroa,70,€900K
 Y. Barbet,72,€3.4M
 André Ramalho,74,€6M
 G. Clichy,77,€6M
 O. Alderete,73,€5.5M
 Vasco Rocha,70,€1.8M
 K. Frei,74,€7.5M
 M. Gobbi,73,€450K
 R. Majewski,72,€2.9M
 Aketxe,72,€4.3M
 R. Fredericks,72,€3.1M
 F. Sánchez,72,€2.6M
 Fernando Bob,72,€2.4M
 Jailson Caeiro,74,€4.9M
 A. Davies,72,€6M
 M. Morganella,68,€900K
 Molinero,71,€1.6M
 J. Dudziak,67,€900K
 C. Higuita,70,€2.1M
 A. Danielsen,67,€450K
 T. Savanier,72,€3.8M
 Elsinho,72,€2.6M
 Luisinho Conradi,70,€1.3M
 S. Thern,70,€2.3M
 F. Cartabia,77,€11.5M
 K. Ehizibue,72,€3.9M
 Javi Ros,68,€850K
 Lee Sang Ho,65,€500K
 O. Fink,71,€1M
 L. Craig,66,€600K
 Abraham,70,€1.2M
 M. Duelund,70,€2.6M
 B. Chilwell,73,€5.5M
 M. Seuntjens,68,€1.1M
 Jurado,79,€11M
 Hélder Lopes,73,€3.2M
 M. Cornet,74,€8M
 P. Galdames,71,€4M
 B. Dickenson,66,€725K
 F. Haroun,71,€2M
 J. Brownhill,70,€2.7M
 A. Lennon,77,€8.5M
 P. Jones,80,€14.5M
 P. Strand,66,€875K
 A. Mounier,75,€6.5M
 Reyes,78,€6.5M
 N. Daghfous,69,€1M
 Nicholas Aldair,75,€7.5M
