Special,Value,Age,Overall
1930,30000000,23,82
1930,3000000,30,73
1930,1000000,27,70
1930,6000000,26,74
1930,18000000,24,81
1930,3000000,28,72
1929,850000,28,69
1929,725000,33,70
1929,10000000,27,79
1929,625000,33,69
1929,3000000,31,74
1929,1000000,32,71
1929,1000000,29,69
1929,5000000,24,73
1928,7000000,30,78
1928,2000000,25,71
1928,13000000,19,77
1928,6000000,29,75
1928,875000,27,69
1928,5000000,20,73
1928,3000000,27,72
1928,6000000,28,76
1928,2000000,23,71
1928,1000000,33,73
1927,7000000,27,75
1927,4000000,31,75
1927,2000000,30,71
1927,4000000,32,74
1927,12000000,26,78
1927,29000000,23,82
1927,200000,36,70
1927,4000000,24,73
1927,4000000,28,74
1926,2000000,31,73
1926,3000000,28,73
1926,900000,31,69
1926,650000,33,69
1926,11000000,21,76
1926,8000000,24,76
1926,12000000,25,78
1926,4000000,31,75
1925,1000000,31,70
1925,600000,31,68
1925,12000000,25,78
1925,1000000,30,70
1925,5000000,29,74
1925,3000000,25,72
1925,9000000,23,75
1925,9000000,20,75
1925,34000000,21,83
1925,5000000,26,74
1925,4000000,23,73
1925,2000000,23,71
1925,3000000,25,72
1925,16000000,23,80
1924,2000000,29,71
1924,2000000,24,70
1924,7000000,26,75
1924,4000000,26,74
1924,9000000,26,77
1924,4000000,30,74
1924,5000000,26,74
1924,3000000,22,71
1924,3000000,26,72
1924,4000000,29,74
1924,2000000,25,71
1924,10000000,26,78
1923,10000000,22,76
1923,2000000,31,72
1923,3000000,24,72
1923,9000000,19,75
1923,1000000,25,69
1923,20000000,22,80
1923,5000000,31,75
1923,2000000,33,75
1923,1000000,34,73
1923,2000000,24,70
1923,6000000,22,74
1923,1000000,27,69
1923,3000000,24,72
1922,11000000,20,76
1922,5000000,33,77
1922,4000000,25,73
1922,775000,30,69
1922,2000000,29,72
1922,1000000,28,71
1922,18000000,25,80
1922,15000000,31,82
1922,1000000,23,68
1922,3000000,26,72
1922,4000000,30,74
1922,4000000,27,74
1922,725000,28,68
1921,1000000,28,70
1921,2000000,25,71
1921,5000000,23,73
1921,6000000,27,74
1921,23000000,24,81
1921,11000000,31,79
1921,4000000,25,73
1921,12000000,22,77
1921,1000000,28,69
1921,3000000,21,71
1921,700000,29,68
1921,13000000,31,80
1921,4000000,26,73
1921,1000000,23,68
1920,4000000,27,73
1920,4000000,26,73
1920,4000000,21,73
1920,10000000,28,78
1920,8000000,25,75
1920,10000000,25,78
1920,2000000,31,72
1920,1000000,25,70
1920,51000000,28,87
1920,3000000,31,73
1920,13000000,27,79
1920,28000000,26,83
1920,10000000,29,78
1920,9000000,26,76
1920,1000000,29,71
1920,11000000,31,79
1920,3000000,23,71
1919,5000000,29,74
1919,4000000,25,74
1919,11000000,22,76
1919,5000000,32,75
1919,1000000,24,70
1919,1000000,28,70
1919,3000000,33,74
1919,13000000,27,79
1919,700000,25,66
1919,6000000,27,76
1919,5000000,25,74
1918,8000000,28,76
1918,650000,31,67
1918,3000000,26,72
1918,3000000,24,72
1918,4000000,25,73
1918,1000000,33,72
1918,5000000,27,75
1918,4000000,23,72
1918,9000000,25,76
1918,2000000,30,71
1917,11000000,23,78
1917,1000000,30,70
1917,7000000,27,76
1917,13000000,27,79
1917,900000,31,69
1917,15000000,25,79
1917,3000000,26,72
1917,19000000,24,80
1917,8000000,28,77
1917,3000000,31,73
1917,450000,33,67
1917,1000000,29,69
1917,9000000,29,77
1917,500000,34,69
1917,3000000,24,72
1917,2000000,29,72
1917,3000000,22,71
1917,2000000,30,72
1917,5000000,28,75
1916,9000000,24,77
1916,1000000,32,71
1916,12000000,27,79
1916,1000000,27,70
1916,5000000,24,73
1916,2000000,27,71
1916,800000,25,67
1916,550000,30,67
1916,2000000,33,75
1916,6000000,28,75
1916,66000000,24,87
1916,825000,28,69
1916,3000000,29,73
1916,4000000,33,75
1915,550000,30,67
1915,3000000,33,76
1915,13000000,27,79
1915,11000000,22,76
1915,2000000,30,72
1915,4000000,28,73
1915,1000000,29,71
1915,7000000,25,76
1915,3000000,23,72
1915,2000000,32,73
1915,5000000,21,73
1915,11000000,21,76
1915,2000000,26,71
1915,18000000,25,80
1914,10000000,29,78
1914,4000000,20,72
1914,6000000,24,74
1914,1000000,24,68
1914,5000000,29,74
1914,3000000,24,72
1914,3000000,27,73
1914,1000000,27,70
1914,1000000,27,70
1914,3000000,30,73
1914,925000,26,68
1914,2000000,26,71
1913,7000000,23,74
1913,750000,27,68
1913,5000000,26,74
1913,1000000,25,70
1913,8000000,22,75
1913,2000000,27,71
1913,10000000,22,76
1913,800000,29,69
1913,18000000,18,79
1913,1000000,29,70
1913,26000000,31,85
1912,18000000,23,79
1912,24000000,24,81
1912,6000000,23,74
1912,2000000,24,71
1912,8000000,26,75
1912,3000000,34,79
1912,3000000,33,76
1912,5000000,22,73
1912,3000000,30,73
1912,3000000,27,73
1912,15000000,26,80
1912,10000000,23,77
1911,9000000,26,76
1911,2000000,30,72
1911,5000000,29,75
1911,11000000,20,76
1911,7000000,26,75
1911,2000000,22,70
1911,4000000,26,73
1911,2000000,31,72
1911,1000000,38,73
1911,925000,27,68
1911,7000000,23,75
1911,3000000,29,72
1911,5000000,27,75
1911,2000000,27,71
1911,9000000,22,75
1910,10000000,22,76
1910,2000000,29,72
1910,2000000,30,72
1910,3000000,31,73
1910,7000000,24,74
1910,2000000,27,71
1910,600000,37,71
1910,29000000,23,83
1909,725000,30,67
1909,10000000,28,79
1909,4000000,27,73
1909,10000000,23,76
1909,1000000,20,69
1909,8000000,28,76
1909,2000000,31,73
1909,5000000,35,79
1909,2000000,30,72
1909,9000000,25,76
1909,11000000,25,77
1909,650000,27,66
1909,4000000,23,72
1909,2000000,21,70
1908,2000000,27,72
1908,5000000,27,74
1908,1000000,21,68
1908,3000000,30,73
1908,12000000,20,76
1908,2000000,33,73
1908,825000,29,69
1908,1000000,30,70
1908,13000000,24,78
1908,1000000,33,72
1908,2000000,30,72
1908,875000,27,69
1908,400000,35,68
1908,1000000,31,71
1908,875000,26,67
1908,2000000,23,70
1907,2000000,28,72
1907,2000000,24,70
1907,900000,36,75
1907,12000000,30,79
1907,8000000,25,75
1907,650000,33,69
1907,6000000,28,76
1907,3000000,32,73
1907,2000000,30,72
1907,3000000,25,72
1907,2000000,21,70
1907,1000000,31,70
1907,7000000,23,75
1907,13000000,24,78
1907,1000000,27,70
1907,550000,30,67
1907,1000000,33,73
1906,80000,35,63
1906,1000000,30,71
1906,1000000,22,69
1906,925000,25,68
1906,4000000,26,73
1906,11000000,22,76
1906,4000000,30,74
1906,2000000,28,72
1906,3000000,25,73
1906,8000000,34,80
1906,8000000,23,76
1906,9000000,24,75
1906,700000,31,69
1905,3000000,32,75
1905,1000000,32,70
1905,4000000,22,72
1905,375000,34,67
1905,1000000,28,70
1905,5000000,20,72
1905,800000,32,69
1905,1000000,32,70
1905,3000000,27,72
1905,700000,24,66
1905,11000000,25,77
1905,3000000,24,72
1905,5000000,30,76
1905,13000000,28,79
1905,3000000,24,71
1905,2000000,36,75
1905,4000000,20,72
1905,2000000,27,72
1905,1000000,32,71
1904,2000000,33,73
1904,575000,32,69
1904,5000000,25,73
1904,475000,37,70
1904,10000000,26,77
1904,7000000,27,75
1904,1000000,29,71
1904,12000000,23,77
1904,6000000,23,74
1904,3000000,29,72
1904,600000,27,66
1904,1000000,31,70
1904,1000000,29,70
1904,2000000,29,72
1904,2000000,31,72
1904,1000000,35,72
1904,1000000,28,70
1904,1000000,28,71
1904,2000000,25,71
1904,4000000,32,74
1903,375000,35,70
1903,3000000,18,71
1903,9000000,19,75
1903,4000000,23,73
1903,3000000,26,72
1903,2000000,25,71
1903,925000,25,68
1903,5000000,26,74
1903,4000000,22,73
1903,575000,32,67
1903,12000000,22,76
1903,9000000,20,75
1903,9000000,28,77
1902,6000000,29,75
1902,6000000,28,74
1902,12000000,23,77
1902,5000000,23,73
1902,2000000,25,71
1902,1000000,25,70
1902,4000000,23,73
1901,13000000,31,80
1901,6000000,31,75
1901,11000000,23,77
1901,5000000,33,77
1901,4000000,28,74
1901,6000000,29,76
1901,3000000,29,72
1901,3000000,28,72
1901,11000000,25,77
1901,950000,27,68
1901,3000000,23,72
1901,5000000,30,74
1901,1000000,25,69
1901,3000000,26,72
1900,9000000,25,76
1900,9000000,31,78
1900,2000000,29,72
1900,2000000,29,72
1900,5000000,26,74
1900,2000000,27,71
1900,6000000,21,74
1900,4000000,31,75
1900,9000000,20,75
1900,7000000,32,77
1900,2000000,26,70
1900,6000000,36,81
1900,9000000,23,76
1900,8000000,27,76
1900,6000000,25,74
1899,4000000,33,75
1899,1000000,29,69
1899,3000000,33,74
1899,12000000,22,78
1899,1000000,35,72
1899,2000000,27,72
1899,675000,29,68
1899,1000000,29,70
1899,1000000,22,69
1899,775000,30,69
1899,4000000,22,72
1899,8000000,19,74
1899,8000000,24,75
1899,2000000,21,70
1898,700000,31,69
1898,7000000,22,75
1898,1000000,29,71
1898,7000000,26,75
1898,4000000,23,72
1898,6000000,25,75
1898,500000,34,69
1898,9000000,24,75
1898,3000000,25,72
1898,4000000,23,72
1898,7000000,29,76
1898,1000000,31,70
1898,2000000,21,70
1897,4000000,31,74
1897,5000000,22,73
1897,3000000,28,73
1897,10000000,23,77
1897,5000000,29,74
1897,2000000,30,72
1897,2000000,34,73
1897,675000,33,70
1897,6000000,32,76
1897,850000,26,68
1897,1000000,19,69
1897,3000000,20,71
1897,675000,32,68
1897,1000000,26,70
1897,4000000,21,72
1897,7000000,19,74
1897,9000000,26,77
1896,3000000,26,72
1896,10000000,24,77
1896,11000000,22,76
1896,1000000,27,70
1896,575000,31,68
1896,1000000,28,70
1896,10000000,21,75
1896,1000000,21,69
1896,14000000,23,78
1896,17000000,26,80
1896,2000000,26,71
1896,3000000,21,71
1896,11000000,21,78
1896,2000000,28,71
1896,3000000,33,74
1896,1000000,26,68
1896,10000000,24,76
1895,1000000,23,68
1895,8000000,24,75
1895,7000000,25,76
1895,5000000,33,77
1895,900000,34,70
1895,3000000,24,72
1895,6000000,25,74
1895,6000000,31,77
1895,5000000,20,73
1895,1000000,28,70
1895,7000000,23,74
1895,450000,36,73
1894,2000000,30,72
1894,4000000,23,72
1894,3000000,24,72
1894,2000000,27,72
1894,2000000,29,72
1894,4000000,25,74
1894,6000000,16,72
1894,900000,28,68
1894,1000000,31,71
1894,900000,21,67
1894,2000000,23,70
1894,450000,32,67
1894,3000000,25,72
1894,2000000,27,72
1894,1000000,29,70
1894,2000000,24,70
1893,11000000,24,77
1893,3000000,22,72
1893,850000,27,68
1893,500000,30,65
1893,1000000,35,71
1893,600000,30,66
1893,1000000,31,70
1893,2000000,20,70
1893,5000000,20,73
1893,1000000,25,68
1893,11000000,31,79
1893,3000000,28,73
1893,8000000,20,74
1893,4000000,20,71
1892,725000,24,66
1892,2000000,31,71
1892,2000000,21,70
1892,8000000,30,77
1892,14000000,25,80
1892,875000,22,66
1892,6000000,29,75
1892,6000000,33,78
1892,1000000,30,69
1892,7000000,25,75
1892,29000000,21,82
1892,1000000,29,70
1892,650000,33,69
1892,2000000,26,71
1892,4000000,32,76
1892,2000000,27,71
1892,2000000,27,71
1892,3000000,24,71
1892,3000000,18,70
1892,1000000,33,73
1892,525000,32,68
1892,750000,26,67
1891,26000000,28,83
1891,1000000,32,72
1891,1000000,23,69
1891,5000000,23,73
1891,5000000,20,72
1891,2000000,30,72
1891,3000000,19,71
1891,9000000,23,75
1891,2000000,26,71
1891,1000000,28,69
1891,3000000,27,72
1891,1000000,35,72
1891,600000,28,67
1891,1000000,25,68
1891,2000000,28,71
1891,3000000,34,75
1891,10000000,24,76
1891,775000,27,67
1891,750000,27,68
1890,950000,33,71
1890,13000000,21,77
1890,34000000,31,85
1890,2000000,26,70
1890,3000000,29,72
1890,1000000,30,71
1890,4000000,25,74
1890,575000,27,65
1890,700000,28,68
1890,4000000,22,72
1890,35000000,23,84
1890,3000000,26,72
1890,3000000,31,73
1890,1000000,34,71
1890,1000000,35,71
1890,850000,28,69
1890,2000000,25,71
1890,1000000,28,70
1890,9000000,27,77
1889,6000000,26,74
1889,1000000,27,70
1889,3000000,28,72
1889,400000,32,65
1889,5000000,27,75
1889,12000000,28,80
1889,11000000,25,77
1889,750000,35,70
1889,1000000,29,70
1889,800000,29,69
1889,8000000,27,76
1889,1000000,23,68
1889,825000,25,67
1889,4000000,24,72
1889,2000000,25,72
1889,2000000,21,70
1888,13000000,26,80
1888,1000000,26,69
1888,350000,33,68
1888,7000000,25,75
1888,875000,26,67
1888,1000000,27,70
1888,50000,36,64
1888,5000000,27,74
1888,6000000,21,73
1888,2000000,31,72
1888,2000000,23,71
1888,4000000,34,77
1888,1000000,25,69
1888,1000000,27,69
1888,3000000,23,71
1888,1000000,31,70
1887,35000000,23,84
1887,4000000,23,72
1887,12000000,25,78
1887,9000000,23,75
1887,6000000,30,75
1887,1000000,25,69
1887,2000000,25,72
1887,2000000,22,70
1887,275000,36,71
1887,5000000,28,75
1887,675000,30,68
1887,8000000,27,76
1887,2000000,23,70
1887,525000,28,66
1886,6000000,25,74
1886,2000000,28,71
1886,8000000,26,75
1886,825000,28,69
1886,4000000,27,73
1886,5000000,29,74
1886,1000000,22,67
1886,7000000,27,76
1886,2000000,25,70
1886,16000000,17,79
1886,3000000,28,73
1886,3000000,29,72
1886,1000000,28,71
1886,15000000,21,78
1886,3000000,19,70
1886,1000000,22,69
1886,4000000,29,74
1886,3000000,21,70
1886,2000000,27,71
1885,4000000,20,71
1885,7000000,23,74
1885,2000000,31,71
1885,1000000,25,68
1885,475000,29,66
1885,1000000,24,68
1885,8000000,23,74
1884,775000,31,68
1884,3000000,27,72
1884,600000,28,67
1884,650000,33,69
1884,1000000,24,69
1884,9000000,24,76
1884,2000000,29,71
1884,4000000,25,73
1884,9000000,23,75
1884,4000000,34,77
1884,3000000,29,73
1884,3000000,27,73
1883,1000000,21,67
1883,11000000,17,74
1883,975000,36,72
1883,17000000,25,80
1883,10000000,24,76
1883,3000000,32,75
1883,2000000,29,71
1883,7000000,24,74
1883,10000000,23,76
1883,4000000,28,74
1883,5000000,21,73
1883,4000000,22,73
1883,500000,34,69
1883,700000,31,69
1883,900000,26,68
1883,7000000,31,76
1882,3000000,33,76
1882,2000000,34,75
1882,725000,29,67
1882,500000,34,69
1882,46000000,24,85
1882,22000000,24,81
1882,5000000,23,73
1882,8000000,28,76
1882,2000000,26,70
1882,1000000,25,68
1882,3000000,23,72
1882,525000,31,67
1882,1000000,33,70
1882,525000,32,68
1882,3000000,30,73
1882,4000000,22,73
1882,1000000,34,73
1881,5000000,28,74
1881,4000000,25,73
1881,850000,29,68
1881,8000000,25,76
1881,3000000,29,72
1881,1000000,22,69
1881,6000000,29,75
1881,2000000,25,71
1881,30000000,21,82
1881,1000000,21,69
1881,9000000,25,75
1881,1000000,24,70
1881,2000000,24,71
1881,1000000,24,67
1881,500000,32,68
1881,22000000,32,85
1881,1000000,20,69
1881,12000000,22,78
1880,800000,29,69
1880,800000,29,69
1880,2000000,21,70
1880,4000000,22,72
1880,6000000,31,75
1880,7000000,32,77
1880,7000000,24,74
1880,6000000,29,75
1880,3000000,25,72
1880,9000000,30,79
1880,900000,31,69
1880,750000,29,67
1880,12000000,29,79
1880,2000000,29,72
1880,6000000,32,76
1880,7000000,30,76
1880,4000000,24,72
1879,375000,33,68
1879,9000000,20,75
1879,675000,32,68
1879,1000000,25,69
1879,4000000,21,72
1879,2000000,26,70
1879,375000,31,65
1878,1000000,26,69
1878,2000000,22,70
1878,1000000,23,68
1878,600000,30,66
1878,6000000,30,75
1878,4000000,28,73
1878,5000000,30,74
1878,5000000,21,73
1878,2000000,28,71
1878,3000000,22,71
1878,1000000,33,70
1878,1000000,27,70
1878,5000000,32,75
1878,41000000,24,84
1878,5000000,29,74
1878,22000000,25,82
1878,2000000,27,71
1878,6000000,20,73
1878,5000000,28,74
1878,3000000,29,73
1877,12000000,30,79
1877,950000,33,71
1877,1000000,34,73
1877,3000000,24,71
1877,775000,31,68
1877,6000000,31,77
1877,1000000,23,70
1877,2000000,32,72
1877,2000000,18,70
1877,100000,35,64
1877,275000,34,65
1877,6000000,19,74
1876,575000,32,69
1876,6000000,26,74
1876,775000,27,67
1876,16000000,24,80
1876,3000000,30,73
1876,6000000,26,75
1876,775000,31,68
1876,2000000,27,71
1876,1000000,24,69
1876,14000000,26,79
1876,4000000,30,75
1876,11000000,26,78
1876,3000000,24,72
1876,5000000,27,74
1875,875000,27,69
1875,7000000,27,75
1875,7000000,27,76
1875,2000000,24,71
1875,1000000,25,68
1875,4000000,29,73
1875,10000000,21,77
1875,3000000,32,73
1875,850000,29,68
1875,4000000,24,73
1875,1000000,28,70
1875,3000000,17,70
1875,8000000,22,75
1875,6000000,30,75
1875,3000000,34,74
1875,450000,36,73
1875,3000000,26,72
1875,4000000,18,72
1875,2000000,23,70
1875,1000000,21,69
1875,1000000,23,69
1875,4000000,25,72
1875,7000000,26,75
1874,1000000,28,70
1874,575000,36,70
1874,3000000,29,73
1874,5000000,18,73
1874,4000000,24,73
1874,550000,26,66
1874,9000000,25,76
1874,3000000,29,72
1874,10000000,29,79
1874,3000000,26,72
1874,3000000,25,72
1874,4000000,31,74
1874,475000,27,64
1874,1000000,30,71
1874,4000000,24,72
1873,4000000,28,73
1873,3000000,28,73
1873,6000000,27,74
1873,19000000,21,79
1873,1000000,22,68
1873,850000,29,68
1873,13000000,25,78
1873,5000000,31,74
1873,475000,30,66
1873,625000,26,66
1873,1000000,28,70
1873,3000000,27,72
1873,850000,29,68
1873,2000000,29,71
1873,575000,29,67
1873,1000000,25,69
1873,12000000,20,75
1873,7000000,27,76
1873,1000000,24,69
1873,1000000,29,70
1872,7000000,31,76
1872,1000000,29,70
1872,10000000,24,76
1872,4000000,28,74
1872,2000000,26,71
1872,1000000,35,73
1872,6000000,30,75
1872,4000000,23,72
1872,2000000,27,71
1872,1000000,29,71
1872,11000000,20,75
1872,750000,28,67
1872,725000,28,68
1872,15000000,26,79
1872,5000000,26,74
1872,9000000,28,77
1872,3000000,22,72
1872,2000000,22,71
1872,5000000,28,74
1872,975000,30,69
1871,425000,34,68
1871,1000000,28,70
1871,550000,34,70
1871,8000000,19,74
1871,775000,27,67
1871,7000000,26,75
1871,3000000,29,73
1871,800000,32,69
1871,4000000,25,73
1871,4000000,27,73
1871,3000000,29,72
1871,1000000,34,71
1871,1000000,27,70
1871,5000000,24,74
1871,3000000,30,73
1871,2000000,23,70
1871,3000000,22,72
1871,850000,32,69
1871,7000000,23,74
1871,350000,28,64
1871,750000,28,67
1871,1000000,27,69
1871,1000000,24,69
1871,2000000,26,70
1870,1000000,27,70
1870,850000,30,68
1870,7000000,25,75
1870,10000000,28,78
1870,7000000,22,74
1870,550000,31,66
1870,230000,34,67
1870,1000000,34,72
1870,6000000,23,74
1870,3000000,19,71
1870,3000000,29,73
1870,6000000,25,74
1870,1000000,30,70
1870,160000,34,65
1870,3000000,30,73
1869,13000000,24,79
1869,6000000,27,74
1869,9000000,28,77
1869,120000,35,65
1869,7000000,27,77
1869,2000000,32,72
1869,1000000,21,69
1869,2000000,21,70
1869,3000000,27,72
1869,8000000,27,76
1869,750000,35,70
1869,2000000,18,70
1869,1000000,32,71
1869,2000000,31,73
1869,11000000,24,78
1869,625000,29,66
1869,1000000,23,67
1869,1000000,25,70
1869,2000000,27,71
1869,15000000,20,78
1869,2000000,32,73
1868,325000,36,71
1868,2000000,25,71
1868,15000000,20,78
1868,700000,28,68
1868,12000000,22,77
1868,725000,26,67
1868,725000,29,67
1868,875000,23,67
1868,11000000,22,76
1868,4000000,27,73
1868,9000000,18,75
1868,4000000,28,73
1868,2000000,27,72
1868,3000000,23,72
1868,4000000,30,74
1868,750000,26,66
1868,4000000,29,73
1868,2000000,33,73
1867,2000000,29,71
1867,2000000,23,70
1867,8000000,25,75
1867,8000000,28,76
1867,850000,26,68
1867,875000,26,67
1867,3000000,27,72
1867,12000000,28,80
1867,3000000,33,74
1867,38000000,32,89
1867,825000,26,67
1867,2000000,32,72
1867,1000000,28,70
1867,1000000,32,71
1867,1000000,29,70
1867,8000000,22,75
1866,2000000,27,71
1866,6000000,28,75
1866,8000000,30,77
1866,1000000,28,71
1866,2000000,20,70
1866,3000000,25,73
1866,10000000,19,74
1866,4000000,20,73
1866,900000,28,68
1866,950000,35,73
1866,3000000,27,72
1866,2000000,24,71
1866,1000000,25,68
1866,575000,29,67
1866,6000000,27,74
1866,3000000,24,72
1866,1000000,30,70
1866,250000,31,63
1865,2000000,31,71
1865,3000000,27,73
1865,1000000,34,73
1865,1000000,27,70
1865,1000000,27,69
1865,675000,34,71
1865,10000000,25,77
1865,325000,34,66
1865,725000,29,67
1865,925000,25,68
1865,3000000,28,72
1865,2000000,36,75
1865,1000000,31,71
1865,2000000,25,70
1865,5000000,29,74
1865,3000000,27,72
1864,4000000,24,73
1864,4000000,23,72
1864,8000000,25,77
1864,2000000,36,76
1864,1000000,33,71
1864,230000,35,69
1864,750000,30,69
1864,160000,35,67
1864,10000000,23,76
1864,2000000,29,72
1864,10000000,28,78
1864,575000,29,67
1864,3000000,31,74
1864,1000000,28,70
1864,725000,28,68
1864,1000000,31,71
1863,1000000,27,70
1863,650000,28,66
1863,1000000,30,70
1863,11000000,20,76
1863,1000000,29,70
1863,5000000,29,75
1863,5000000,29,74
1863,9000000,27,77
1863,3000000,30,73
1863,6000000,30,75
1863,5000000,29,74
1863,2000000,26,71
1863,3000000,20,71
1863,3000000,25,72
1863,575000,36,70
1863,220000,34,67
1863,3000000,21,71
1863,750000,28,67
1863,3000000,24,72
1863,12000000,20,76
1863,9000000,33,80
1862,725000,26,67
1862,1000000,30,69
1862,875000,27,69
1862,3000000,20,70
1862,900000,33,71
1862,750000,27,68
1862,900000,33,71
1862,1000000,20,67
1862,425000,33,69
1862,4000000,23,72
1862,1000000,25,68
1862,475000,27,64
1862,8000000,25,75
1861,800000,29,69
1861,5000000,22,73
1861,2000000,25,70
1861,1000000,22,68
1861,2000000,24,70
1861,1000000,26,70
1861,3000000,23,71
1861,6000000,33,78
1861,7000000,25,74
1861,2000000,24,70
1861,1000000,30,70
1861,7000000,28,75
1861,21000000,27,82
1861,4000000,29,74
1861,575000,32,67
1860,6000000,31,75
1860,650000,28,66
1860,1000000,24,69
1860,13000000,19,77
1860,400000,29,65
1860,4000000,32,74
1860,8000000,26,76
1860,3000000,32,74
1860,3000000,30,73
1860,950000,33,71
1860,1000000,34,71
1860,14000000,26,80
1860,1000000,33,72
1860,3000000,27,72
1860,2000000,26,72
1860,1000000,28,70
1860,1000000,19,67
1860,3000000,25,71
1860,1000000,23,68
1860,525000,31,67
1859,2000000,25,71
1859,13000000,22,78
1859,650000,28,66
1859,4000000,22,73
1859,675000,32,68
1859,6000000,28,74
1859,4000000,21,72
1859,1000000,23,68
1859,775000,27,67
1859,3000000,27,72
1859,5000000,29,74
1859,17000000,23,79
1859,3000000,24,72
1859,6000000,30,75
1859,1000000,24,69
